ID,Nombre completo,Correo electrónico,Teléfono,Edad,País,Fecha de nacimiento,Género,Salario,Estatura (cm),Peso (kg)
762,Javier Torres,javier.torres@gmail.com,5551234,54,Argentina,15/08/2017,Masculino,46164,167,91
763,Juan Pérez,juan.perez@gmail.com,5554321234,45,España,16/06/2021,Masculino,34068,154,99
764,Javier Torres,javier.torres@hotmail.com,5554321,45,Argentina,31/07/2012,Masculino,114921,196,55
765,Laura Orozco Sánchez,laura.sanchez@yahoo.com,5551234,45,U.S,20/01/2016,Femenino,85192,174,64
766,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5551234567,45,UK,26/02/2005,Femenino,65436,151,79
767,Andrés Castro Gómez,andres.gomez@gmail.com,800555789,28,Colombia,15/03/1991,Masculino,33979,159,91
768,Lucía Méndez,lucia.mendez@gmail.com,5554321234,28,España,28/10/2017,Femenino,104711,179,86
769,Paula Rivas,paula.rivas@gmail.com,5551234567,28,UK,09/09/2009,Femenino,84194,199,86
770,Stephanie W.,stephanie.w.@gmail.com,5554321234,30,Perú,22/10/2004,Femenino,32230,194,91
771,Pedro Sánz,pedro.sanz@yahoo.com,5554321234,30,Canadá,11/04/2015,Masculino,85346,154,86
772,Laura Orozco Sánchez,laura.sanchez@yahoo.com,800555789,30,UK,22/08/2023,Femenino,56847,182,84
773,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5554321,30,UK,26/02/2008,Femenino,64677,150,72
774,Lucía Méndez,lucia.mendez@gmail.com,5551234,30,UK,28/08/2013,Femenino,78024,167,55
775,Ana López,ana.lopez@yahoo.com,5551234,30,Canadá,21/03/2009,Femenino,30190,181,53
776,Paula Rivas,paula.rivas@gmail.com,5551234,48,México,13/03/2020,Femenino,72148,196,67
777,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5551234,48,UK,21/08/2008,Femenino,97676,198,58
778,María Hernández,maria.hernandez@hotmail.com,55987654321,48,Colombia,18/12/2022,Femenino,32899,160,98
779,Laura Orozco Sánchez,laura.sanchez@gmail.com,55987654321,28,Colombia,07/03/2007,Femenino,93738,170,78
780,Paula Rivas,paula.rivas@gmail.com,5554321234,28,México,12/12/2001,Femenino,91733,175,62
781,Pedro Sánz,pedro.sanz@hotmail.com,5554321234,28,España,06/07/2003,Masculino,91246,174,96
782,Pedro Sánz,pedro.sanz@gmail.com,5551234567,28,México,22/05/2000,Masculino,69142,171,66
783,María Hernández,maria.hernandez@gmail.com,800555789,28,Méxco,25/12/2003,Femenino,39396,176,94
784,Carlos Garía,carlos.garia@gmail.com,5551234567,28,México,14/01/2016,Masculino,40306,198,81
785,Paula Rivas,paula.rivas@gmail.com,5551234567,28,Colombia,01/05/2016,Femenino,116596,162,97
786,Laura Orozco Sánchez,laura.sanchez@gmail.com,1234567891,28,Argentina,12/09/2001,Femenino,95669,182,71
787,Javier Torres,javier.torres@gmail.com,5554321,41,UK,21/02/2003,Masculino,34810,183,53
788,Lucía Méndez,lucia.mendez@gmail.com,5551234,41,Perú,01/09/2010,Femenino,61131,190,54
789,Pedro Sánz,pedro.sanz@hotmail.com,800555789,41,España,20/09/2005,Masculino,101616,184,86
790,Diego García,diego.garcia@gmail.com,55987654321,41,Canadá,02/04/2006,Femenino,119808,150,90
791,Javier Torres,javier.torres@gmail.com,1234567891,31,Perú,18/04/2011,Femenino,99610,170,98
792,José Martín,jose.martin@yahoo.com,800555789,31,UK,12/09/2006,Masculino,62538,197,62
793,Javier Torres,javier.torres@gmail.com,55987654321,31,UK,09/05/2012,Masculino,101926,155,83
794,Javier Torres,javier.torres@gmail.com,55987654321,31,Argentina,20/06/2020,Masculino,99142,177,94
795,Andrés Castro Gómez,andres.gomez@gmail.com,5554321234,31,Argentina,03/04/2013,Masculino,87920,166,71
796,José Martín,jose.martin@gmail.com,1234567891,31,México,15/03/1991,Masculino,90343,154,72
797,Marta Lopez Rodríguez,marta.rodriguez@yahoo.com,1234567891,58,México,11/01/2007,Femenino,88866,180,52
798,Juan Pérez,juan.perez@gmail.com,5551234567,38,Argentina,13/12/2015,Masculino,39469,154,91
799,Javier Torres,javier.torres@gmail.com,5554321234,38,Argentina,30/09/2004,Masculino,97368,187,83
800,Carlos Garía,carlos.garia@gmail.com,1234567891,38,UK,03/09/2007,Masculino,115965,152,81
801,Laura Orozco Sánchez,laura.sanchez@hotmail.com,5554321234,38,Argentina,15/03/1991,Femenino,35966,172,94
802,Paula Rivas,paula.rivas@gmail.com,5554321234,58,U.S,09/02/2001,Femenino,44860,186,98
803,Andrés Castro Gómez,andres.gomez@gmail.com,5551234,58,Argentina,27/05/2014,Masculino,112511,186,70
804,Javier Torres,javier.torres@gmail.com,1234567891,36,U.S,18/12/2007,Masculino,59227,159,95
805,Stephanie W.,stephanie.w.@hotmail.com,5554321234,36,Perú,04/11/2020,Femenino,94754,159,93
806,Carlos Garía,carlos.garia@hotmail.com,1234567891,55,U.S,08/05/2001,Masculino,63313,168,70
807,Juan Pérez,juan.perez@gmail.com,800555789,55,Argentina,16/12/2002,Masculino,111113,166,93
808,Javier Torres,javier.torres@gmail.com,5551234,55,Colombia,29/11/2017,Masculino,92818,170,60
809,Laura Orozco Sánchez,laura.sanchez@gmail.com,5551234567,55,México,01/05/2009,Femenino,48403,163,88
810,Diego García,diego.garcia@gmail.com,5551234,55,U.S,28/05/2002,Masculino,43573,158,53
811,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,800555789,55,Perú,15/03/1991,Femenino,48514,195,50
812,Diego García,diego.garcia@gmail.com,5554321,55,Canadá,15/03/1991,Masculino,98380,150,77
813,Pedro Sánz,pedro.sanz@gmail.com,1234567891,22,UK,01/12/2020,Masculino,75401,194,73
814,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5551234567,35,U.S,09/09/2010,Femenino,66359,162,84
815,Ana López,ana.lopez@gmail.com,1234567891,35,Perú,02/05/2006,Femenino,90241,153,62
816,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,800555789,58,Colombia,01/02/2004,Femenino,119473,150,96
817,Ana López,ana.lopez@gmail.com,5554321,23,U.S,01/07/2011,Femenino,55441,198,83
818,María Hernández,maria.hernandez@gmail.com,5551234567,23,Perú,03/07/2023,Femenino,49870,189,60
819,Paula Rivas,paula.rivas@gmail.com,55987654321,23,U.S,25/10/2023,Femenino,91511,181,85
820,María Hernández,maria.hernandez@gmail.com,55987654321,23,U.S,19/01/2012,Femenino,74481,183,66
821,Diego García,diego.garcia@gmail.com,1234567891,23,Canadá,14/11/2020,Masculino,110156,177,84
822,José Martín,jose.martin@hotmail.com,5551234567,23,Canadá,02/12/2011,Masculino,87152,180,67
823,Ana López,ana.lopez@yahoo.com,1234567891,21,Colombia,03/06/2002,Femenino,61624,157,89
824,Ana López,ana.lopez@yahoo.com,800555789,37,U.S,15/03/1991,Femenino,44571,188,71
825,María Hernández,maria.hernandez@yahoo.com,55987654321,37,España,15/03/1991,Femenino,118447,175,73
826,José Martín,jose.martin@gmail.com,5551234567,37,Perú,15/03/1991,Masculino,94535,183,68
827,José Martín,jose.martin@gmail.com,800555789,18,U.S,15/03/1991,Masculino,108671,152,86
828,Marta Lopez Rodríguez,marta.rodriguez@hotmail.com,5554321,22,Perú,16/02/2001,Femenino,95164,199,88
829,Carlos Garía,carlos.garia@hotmail.com,1234567891,22,UK,30/06/2016,Masculino,63704,161,70
830,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5554321234,52,Canadá,25/10/2012,Femenino,86713,150,57
831,Stephanie W.,stephanie.w.@yahoo.com,800555789,19,México,15/03/1991,Femenino,72397,193,77
832,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5551234567,59,Colombia,29/12/2004,Femenino,100069,154,54
833,Juan Pérez,juan.perez@gmail.com,800555789,20,Argentina,20/02/2012,Masculino,93622,179,66
834,Carlos Garía,carlos.garia@gmail.com,1234567891,20,UK,05/09/2001,Masculino,76280,179,86
835,Andrés Castro Gómez,andres.gomez@gmail.com,55987654321,20,España,15/03/1991,Masculino,106275,166,85
836,Pedro Sánz,pedro.sanz@gmail.com,55987654321,58,Argentina,23/07/2024,Femenino,87721,197,68
837,Diego García,diego.garcia@yahoo.com,5554321234,58,Colombia,14/05/2022,Masculino,99550,196,76
838,Paula Rivas,paula.rivas@gmail.com,5554321234,58,Canadá,15/03/1991,Femenino,105783,172,83
839,Javier Torres,javier.torres@yahoo.com,1234567891,58,U.S,15/03/1991,Masculino,72351,164,60
840,Laura Orozco Sánchez,laura.sanchez@gmail.com,1234567891,23,Perú,07/02/2006,Femenino,72549,186,94
841,Lucía Méndez,lucia.mendez@gmail.com,5551234567,53,España,15/04/2006,Femenino,77818,170,96
842,Laura Orozco Sánchez,laura.sanchez@hotmail.com,55987654321,53,Méxco,15/03/1991,Femenino,119901,163,61
843,Juan Pérez,juan.perez@hotmail.com,55987654321,53,U.S,15/03/1991,Masculino,49219,151,70
844,Juan Pérez,juan.perez@gmail.com,800555789,23,UK,10/02/2005,Masculino,68195,160,60
845,María Hernández,maria.hernandez@yahoo.com,5551234567,23,U.S,13/02/2017,Femenino,74254,188,88
846,Andrés Castro Gómez,andres.gomez@hotmail.com,55987654321,23,España,15/11/2000,Masculino,98318,187,77
847,Juan Pérez,juan.perez@hotmail.com,55987654321,38,U.S,27/05/2016,Masculino,49423,183,54
848,Andrés Castro Gómez,andres.gomez@gmail.com,55987654321,38,UK,21/05/2002,Masculino,47773,187,66
849,Juan Pérez,juan.perez@hotmail.com,5554321,45,U.S,29/09/2009,Femenino,40978,199,69
850,Andrés Castro Gómez,andres.gomez@gmail.com,5554321234,45,Canadá,08/11/2009,Masculino,116228,183,90
851,Carlos Garía,carlos.garia@yahoo.com,1234567891,49,Perú,15/03/1991,Masculino,92652,167,95
852,Carlos Garía,carlos.garia@gmail.com,5554321234,49,España,04/03/2002,Masculino,49077,179,61
853,Laura Orozco Sánchez,laura.sanchez@gmail.com,5554321,49,España,10/10/2016,Femenino,53912,164,55
854,Paula Rivas,paula.rivas@hotmail.com,1234567891,49,Canadá,23/02/2016,Femenino,81260,176,66
855,Laura Orozco Sánchez,laura.sanchez@gmail.com,55987654321,57,Colombia,01/08/2009,Femenino,41368,183,68
856,Juan Pérez,juan.perez@gmail.com,5554321234,57,Perú,13/05/2011,Masculino,38385,187,75
857,Juan Pérez,juan.perez@gmail.com,5554321,50,U.S,03/06/2016,Masculino,88737,182,97
858,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5551234,30,UK,16/08/2004,Femenino,44431,173,93
859,Stephanie W.,stephanie.w.@gmail.com,800555789,30,U.S,15/03/1991,Femenino,76811,164,93
860,Carlos Garía,carlos.garia@gmail.com,5554321,30,España,08/12/2004,Masculino,94829,179,81
861,Carlos Garía,carlos.garia@hotmail.com,5551234567,30,México,13/11/2007,Masculino,34013,191,55
862,Diego García,diego.garcia@gmail.com,5551234,30,España,31/08/2001,Masculino,119230,166,85
863,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,55987654321,30,Argentina,17/01/2013,Femenino,119988,154,87
864,Javier Torres,javier.torres@gmail.com,5554321234,30,España,06/09/2019,Masculino,55866,178,60
865,Juan Pérez,juan.perez@gmail.com,55987654321,33,Perú,27/06/2007,Masculino,43191,153,82
866,Carlos Garía,carlos.garia@gmail.com,5551234,33,Perú,04/01/2008,Masculino,66471,159,73
867,María Hernández,maria.hernandez@hotmail.com,1234567891,33,UK,25/08/2006,Femenino,95936,166,72
868,Juan Pérez,juan.perez@yahoo.com,5554321,58,España,09/09/2023,Masculino,40817,159,64
869,Ana López,ana.lopez@gmail.com,5551234567,58,Perú,28/10/2019,Femenino,112327,166,76
870,María Hernández,maria.hernandez@gmail.com,5554321,58,Argentina,22/11/2002,Femenino,113938,169,60
871,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5554321234,58,Canadá,15/03/1991,Femenino,90863,173,99
872,Ana López,ana.lopez@gmail.com,5551234567,58,México,12/08/2012,Femenino,48617,154,66
873,Juan Pérez,juan.perez@gmail.com,5554321,46,Perú,15/03/1991,Masculino,32218,183,63
874,Ana López,ana.lopez@gmail.com,55987654321,46,Argentina,09/06/2012,Femenino,47672,155,76
875,María Hernández,maria.hernandez@yahoo.com,55987654321,46,Canadá,13/04/2010,Femenino,109215,151,67
876,Carlos Garía,carlos.garia@gmail.com,5554321234,46,Argentina,09/10/2011,Masculino,107296,162,77
877,María Hernández,maria.hernandez@gmail.com,5554321,36,México,15/05/2017,Femenino,104443,192,96
878,Carlos Garía,carlos.garia@gmail.com,5551234,58,España,22/12/2016,Masculino,72085,192,96
879,Carlos Garía,carlos.garia@yahoo.com,5554321,58,Canadá,29/01/2001,Masculino,40515,197,53
880,José Martín,jose.martin@gmail.com,5554321,58,Perú,15/03/1991,Masculino,66022,160,56
881,Diego García,diego.garcia@gmail.com,5551234567,58,UK,27/11/2009,Masculino,95166,196,94
882,José Martín,jose.martin@gmail.com,5554321234,58,U.S,18/01/2023,Masculino,86704,172,84
883,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5554321,58,UK,15/03/1991,Femenino,108911,165,97
884,Andrés Castro Gómez,andres.gomez@hotmail.com,5551234567,58,Argentina,01/10/2012,Masculino,102539,180,58
885,Andrés Castro Gómez,andres.gomez@gmail.com,5551234567,58,México,12/02/2012,Masculino,110469,160,57
886,Lucía Méndez,lucia.mendez@yahoo.com,55987654321,58,U.S,15/03/1991,Femenino,107683,165,94
887,Carlos Garía,carlos.garia@gmail.com,5551234567,58,Colombia,25/08/2021,Masculino,85394,157,66
888,Andrés Castro Gómez,andres.gomez@hotmail.com,5554321,58,España,15/04/2001,Masculino,100466,153,66
889,Paula Rivas,paula.rivas@gmail.com,1234567891,40,México,24/07/2007,Femenino,87365,189,98
890,Lucía Méndez,lucia.mendez@gmail.com,55987654321,40,México,19/08/2018,Femenino,63023,153,82
891,Andrés Castro Gómez,andres.gomez@hotmail.com,5554321234,44,España,11/06/2005,Masculino,113570,174,81
892,Juan Pérez,juan.perez@gmail.com,5551234,44,Colombia,10/12/2022,Masculino,103935,152,57
893,Laura Orozco Sánchez,laura.sanchez@yahoo.com,1234567891,57,Canadá,23/09/2002,Femenino,35569,181,68
894,María Hernández,maria.hernandez@gmail.com,5554321,56,Colombia,15/03/2007,Femenino,74442,152,87
895,Andrés Castro Gómez,andres.gomez@yahoo.com,55987654321,56,Canadá,28/04/2017,Masculino,58664,176,52
896,Laura Orozco Sánchez,laura.sanchez@gmail.com,800555789,56,U.S,25/04/2011,Femenino,65436,178,54
897,Paula Rivas,paula.rivas@hotmail.com,5554321234,56,Colombia,06/10/2008,Femenino,91396,181,62
898,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5554321,19,Colombia,21/09/2018,Femenino,70814,199,96
899,Javier Torres,javier.torres@gmail.com,5551234567,34,UK,27/11/2010,Masculino,71602,168,95
900,Stephanie W.,stephanie.w.@gmail.com,55987654321,34,U.S,07/03/2004,Femenino,45670,170,80
901,Diego García,diego.garcia@gmail.com,5551234567,34,Argentina,15/03/1991,Femenino,40353,154,65
902,Andrés Castro Gómez,andres.gomez@gmail.com,5551234,35,Argentina,24/12/2001,Masculino,50347,167,99
903,Paula Rivas,paula.rivas@gmail.com,55987654321,49,Argentina,01/12/2001,Femenino,106539,177,81
904,José Martín,jose.martin@gmail.com,55987654321,60,UK,30/08/2015,Masculino,64649,191,71
905,Lucía Méndez,lucia.mendez@gmail.com,5551234,45,Perú,04/04/2004,Femenino,117049,171,78
906,Lucía Méndez,lucia.mendez@gmail.com,5551234567,42,México,17/12/2013,Femenino,33866,170,71
907,Javier Torres,javier.torres@yahoo.com,5551234,36,Canadá,22/02/2003,Masculino,67438,155,92
908,Diego García,diego.garcia@gmail.com,5554321234,48,México,24/07/2000,Femenino,61045,150,52
909,Paula Rivas,paula.rivas@hotmail.com,5554321234,48,Perú,01/08/2006,Femenino,84369,154,59
910,Andrés Castro Gómez,andres.gomez@gmail.com,5554321234,48,México,18/03/2016,Masculino,31925,190,91
911,Marta Lopez Rodríguez,marta.rodriguez@yahoo.com,1234567891,35,Canadá,07/06/2015,Femenino,74656,161,70
912,Carlos Garía,carlos.garia@gmail.com,1234567891,59,Canadá,03/08/2014,Masculino,80137,175,65
913,Carlos Garía,carlos.garia@gmail.com,1234567891,59,Colombia,22/12/2014,Masculino,50196,195,61
914,Carlos Garía,carlos.garia@gmail.com,800555789,47,España,31/12/2017,Masculino,49480,183,51
915,Pedro Sánz,pedro.sanz@gmail.com,55987654321,47,México,15/03/1991,Masculino,71613,198,90
916,Ana López,ana.lopez@gmail.com,5554321234,47,Colombia,07/07/2021,Femenino,61981,163,73
917,Lucía Méndez,lucia.mendez@gmail.com,5551234,47,Perú,15/03/1991,Femenino,96389,175,84
918,Lucía Méndez,lucia.mendez@gmail.com,5554321,45,México,06/12/2007,Femenino,62821,194,79
919,Juan Pérez,juan.perez@yahoo.com,5554321,45,Perú,10/03/2004,Masculino,33345,176,79
920,Andrés Castro Gómez,andres.gomez@yahoo.com,5551234567,31,México,12/07/2018,Masculino,81547,158,96
921,Andrés Castro Gómez,andres.gomez@hotmail.com,55987654321,37,Canadá,26/11/2013,Masculino,92390,175,84
922,Laura Orozco Sánchez,laura.sanchez@gmail.com,5554321,34,Argentina,26/07/2011,Femenino,70764,196,68
923,Lucía Méndez,lucia.mendez@yahoo.com,5551234,34,México,14/05/2002,Femenino,88675,171,99
924,Lucía Méndez,lucia.mendez@hotmail.com,5554321,34,Perú,18/05/2001,Femenino,31188,196,57
925,Javier Torres,javier.torres@yahoo.com,55987654321,43,UK,26/12/2014,Masculino,53339,179,75
926,Diego García,diego.garcia@gmail.com,800555789,43,Argentina,28/01/2004,Masculino,118490,192,98
927,Paula Rivas,paula.rivas@gmail.com,5551234,53,Perú,24/06/2010,Femenino,35968,197,89
928,Ana López,ana.lopez@hotmail.com,800555789,53,Colombia,25/04/2010,Femenino,76832,166,56
929,Laura Orozco Sánchez,laura.sanchez@gmail.com,5554321,42,Perú,22/05/2019,Femenino,78260,175,79
930,Paula Rivas,paula.rivas@gmail.com,5551234567,42,UK,23/08/2020,Femenino,74679,185,56
931,Diego García,diego.garcia@gmail.com,5551234,42,Canadá,07/11/2005,Masculino,37449,150,52
932,María Hernández,maria.hernandez@hotmail.com,5551234567,42,Méxco,28/12/2016,Femenino,72507,157,50
933,Lucía Méndez,lucia.mendez@gmail.com,5551234567,60,Canadá,16/09/2013,Femenino,39102,198,85
934,María Hernández,maria.hernandez@yahoo.com,5554321,60,Perú,22/08/2018,Femenino,51070,184,74
935,Laura Orozco Sánchez,laura.sanchez@gmail.com,1234567891,43,Colombia,28/10/2004,Femenino,118712,164,86
936,Laura Orozco Sánchez,laura.sanchez@gmail.com,55987654321,43,UK,26/08/2005,Femenino,40569,196,50
937,José Martín,jose.martin@hotmail.com,5551234,43,Argentina,15/03/1991,Femenino,67327,171,64
938,José Martín,jose.martin@gmail.com,1234567891,43,U.S,19/07/2020,Masculino,58187,163,86
939,Laura Orozco Sánchez,laura.sanchez@hotmail.com,1234567891,43,México,27/06/2020,Femenino,113894,175,62
940,Javier Torres,javier.torres@gmail.com,5551234,30,España,29/06/2017,Masculino,101680,177,89
941,José Martín,jose.martin@yahoo.com,5554321234,25,Canadá,01/12/2011,Femenino,64748,172,57
942,Carlos Garía,carlos.garia@gmail.com,1234567891,25,México,15/06/2020,Femenino,78464,163,54
943,José Martín,jose.martin@gmail.com,55987654321,59,UK,05/09/2002,Masculino,117912,173,58
944,Carlos Garía,carlos.garia@yahoo.com,5551234567,42,Colombia,02/06/2023,Masculino,71609,151,50
945,Juan Pérez,juan.perez@gmail.com,800555789,42,España,23/08/2009,Masculino,117343,194,85
946,María Hernández,maria.hernandez@gmail.com,5551234,42,España,15/03/1991,Femenino,111976,175,84
947,Laura Orozco Sánchez,laura.sanchez@gmail.com,5554321234,42,México,10/10/2011,Femenino,87000,163,51
948,Diego García,diego.garcia@gmail.com,5551234,42,España,15/03/1991,Masculino,68430,156,89
949,Juan Pérez,juan.perez@gmail.com,5551234,42,U.S,15/03/1991,Masculino,30653,152,72
950,Paula Rivas,paula.rivas@gmail.com,5551234,42,U.S,20/03/2012,Femenino,49813,196,58
951,Andrés Castro Gómez,andres.gomez@gmail.com,5551234567,60,Argentina,06/07/2013,Femenino,105836,172,83
952,Lucía Méndez,lucia.mendez@yahoo.com,5554321234,60,UK,13/06/2009,Femenino,114462,195,95
953,Ana López,ana.lopez@gmail.com,5554321234,60,Argentina,05/07/2005,Femenino,91255,192,63
954,Pedro Sánz,pedro.sanz@hotmail.com,5554321234,60,U.S,23/03/2009,Masculino,35395,196,53
955,Juan Pérez,juan.perez@gmail.com,55987654321,40,México,02/04/2023,Masculino,69642,194,79
956,Diego García,diego.garcia@gmail.com,5551234567,34,Colombia,10/10/2003,Masculino,104740,167,80
957,Laura Orozco Sánchez,laura.sanchez@gmail.com,5554321,34,Colombia,12/11/2020,Femenino,34794,187,87
958,María Hernández,maria.hernandez@gmail.com,5554321,34,España,04/11/2006,Femenino,109773,184,60
959,José Martín,jose.martin@gmail.com,800555789,34,U.S,10/05/2002,Masculino,103390,164,84
